[2025-11-29 04:47:59] local.WARNING: Rate Limit Exceeded {"request_id":"req_692a7aff6a9730.92012173","timestamp":"2025-11-29 04:47:59","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":3.19,"memory_kb":142.14,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Cypress/15.7.0 Chrome/138.0.7204.251 Electron/37.6.0 Safari/537.36","event_type":"rate_limit","severity":"low"} 
[2025-11-29 04:48:01] local.WARNING: Rate Limit Exceeded {"request_id":"req_692a7b01946f98.72602431","timestamp":"2025-11-29 04:48:01","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.39,"memory_kb":142.14,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Cypress/15.7.0 Chrome/138.0.7204.251 Electron/37.6.0 Safari/537.36","event_type":"rate_limit","severity":"low"} 
[2025-11-29 04:48:03] local.WARNING: Rate Limit Exceeded {"request_id":"req_692a7b0363e280.61769965","timestamp":"2025-11-29 04:48:03","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":2.07,"memory_kb":142.14,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Cypress/15.7.0 Chrome/138.0.7204.251 Electron/37.6.0 Safari/537.36","event_type":"rate_limit","severity":"low"} 
[2025-11-29 04:48:05] local.WARNING: Rate Limit Exceeded {"request_id":"req_692a7b052322e9.63686958","timestamp":"2025-11-29 04:48:05","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":3.69,"memory_kb":142.14,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Cypress/15.7.0 Chrome/138.0.7204.251 Electron/37.6.0 Safari/537.36","event_type":"rate_limit","severity":"low"} 
[2025-11-29 04:48:16] local.WARNING: Rate Limit Exceeded {"request_id":"req_692a7b10cf7cf2.22446734","timestamp":"2025-11-29 04:48:16","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.14,"memory_kb":142.11,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Cypress/15.7.0 Chrome/138.0.7204.251 Electron/37.6.0 Safari/537.36","event_type":"rate_limit","severity":"low"} 
[2025-11-29 04:51:33] local.WARNING: Rate Limit Exceeded {"request_id":"req_692a7bd5c4e648.90076754","timestamp":"2025-11-29 04:51:33","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":4.17,"memory_kb":142.11,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Cypress/15.7.0 Chrome/138.0.7204.251 Electron/37.6.0 Safari/537.36","event_type":"rate_limit","severity":"low"} 
[2025-11-29 08:24:56] local.WARNING: Authentication/Authorization Failure {"request_id":"req_692aadd82598f8.02429617","timestamp":"2025-11-29 08:24:56","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":427.27,"memory_kb":525.82,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 08:24:59] local.WARNING: Authentication/Authorization Failure {"request_id":"req_692aaddb39ba48.86788436","timestamp":"2025-11-29 08:24:59","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":366.79,"memory_kb":525.82,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 08:28:52] local.WARNING: Authentication/Authorization Failure {"request_id":"req_692aaec3c62968.12325110","timestamp":"2025-11-29 08:28:52","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":395.03,"memory_kb":525.82,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 10:24:24] local.WARNING: Authentication/Authorization Failure {"request_id":"req_692ac9d893b0e6.28828371","timestamp":"2025-11-29 10:24:24","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":55.91,"memory_kb":522.94,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36 Edg/142.0.0.0","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:34:56] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae8708d4fb9.43874379","timestamp":"2025-11-29 12:34:56","method":"GET","endpoint":"api/v1/admin/users","route":null,"execution_time_ms":4.23,"memory_kb":148.96,"status_code":403,"user_id":15,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:34:57] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae8718699d9.24837631","timestamp":"2025-11-29 12:34:57","method":"GET","endpoint":"api/v1/admin/analytics/predictive","route":null,"execution_time_ms":2.94,"memory_kb":149.55,"status_code":403,"user_id":83,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:34:58] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae8725928b0.95210932","timestamp":"2025-11-29 12:34:58","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":1.39,"memory_kb":17.73,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:34:58] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae872cdce77.31087748","timestamp":"2025-11-29 12:34:58","method":"POST","endpoint":"api/v1/workforce/leave-requests","route":null,"execution_time_ms":2.54,"memory_kb":47.77,"status_code":403,"user_id":123,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:34:59] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae873607c08.75064049","timestamp":"2025-11-29 12:34:59","method":"PUT","endpoint":"api/v1/workforce/leave-requests/20","route":null,"execution_time_ms":1.89,"memory_kb":46.37,"status_code":403,"user_id":154,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:34:59] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae873aa6579.52749988","timestamp":"2025-11-29 12:34:59","method":"GET","endpoint":"api/v1/workforce/leave-requests/25","route":null,"execution_time_ms":3.06,"memory_kb":64.74,"status_code":403,"user_id":165,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:35:01] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae87504af63.97636157","timestamp":"2025-11-29 12:35:01","method":"POST","endpoint":"api/v1/workforce/performance/reviews","route":null,"execution_time_ms":2.8,"memory_kb":47.04,"status_code":403,"user_id":201,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:35:01] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae8754f25f3.89234620","timestamp":"2025-11-29 12:35:01","method":"GET","endpoint":"api/v1/workforce/performance/40","route":null,"execution_time_ms":3.03,"memory_kb":52.09,"status_code":403,"user_id":222,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:35:01] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae875a91705.38811577","timestamp":"2025-11-29 12:35:01","method":"PUT","endpoint":"api/v1/workforce/performance/reviews/29","route":null,"execution_time_ms":2.02,"memory_kb":46.37,"status_code":403,"user_id":271,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:35:01] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae875c834a6.55436548","timestamp":"2025-11-29 12:35:01","method":"DELETE","endpoint":"api/v1/workforce/performance/reviews/31","route":null,"execution_time_ms":2.38,"memory_kb":42.62,"status_code":403,"user_id":278,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:35:07] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae87b62e8d3.51506813","timestamp":"2025-11-29 12:35:07","method":"POST","endpoint":"api/v1/products","route":null,"execution_time_ms":2.64,"memory_kb":138.35,"status_code":403,"user_id":1,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:35:10] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae87e477df6.66256787","timestamp":"2025-11-29 12:35:10","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":2.23,"memory_kb":15.85,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:35:10] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae87e485fa5.05845274","timestamp":"2025-11-29 12:35:10","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":1.77,"memory_kb":4.2,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:35:10] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae87e490822.84755856","timestamp":"2025-11-29 12:35:10","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":1.83,"memory_kb":4.2,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:35:10] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae87e49aac9.29694233","timestamp":"2025-11-29 12:35:10","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":1.78,"memory_kb":4.2,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:35:10] testing.WARNING: Authentication/Authorization Failure {"request_id":"req_692ae87e4a53d6.30582205","timestamp":"2025-11-29 12:35:10","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":2.65,"memory_kb":4.2,"status_code":401,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"auth_failure","severity":"medium"} 
[2025-11-29 12:35:10] testing.WARNING: Rate Limit Exceeded {"request_id":"req_692ae87e4b4de8.94255193","timestamp":"2025-11-29 12:35:10","method":"POST","endpoint":"api/v1/auth/login","route":null,"execution_time_ms":0.17,"memory_kb":3.35,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"rate_limit","severity":"low"} 
[2025-11-29 12:35:10] testing.WARNING: Rate Limit Exceeded {"request_id":"req_692ae87e632714.91278818","timestamp":"2025-11-29 12:35:10","method":"POST","endpoint":"api/v1/auth/register","route":null,"execution_time_ms":0.12,"memory_kb":3.35,"status_code":429,"user_id":null,"ip":"127.0.0.1","user_agent":"Symfony","event_type":"rate_limit","severity":"low"} 
